section_id,course_id,content_name,content_file
2,ITIS5010,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.mp4
3,ITIS5010,Experimental Setup for Topic 3,Experimental Setup for Topic 3.flac
3,ITIS5010,Literature Review from Topic 3,Literature Review from Topic 3.pdf
3,ITIS5010,Literature Review from Topic 3,Literature Review from Topic 3.jpg
3,ITIS5010,Future Directions to Topic 3,Future Directions to Topic 3.flac
3,ITIS5010,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.mov
3,ITIS5010,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.svg
4,ITIS5010,Results from Topic 4,Results from Topic 4.txt
4,ITIS5010,References for Topic 4,References for Topic 4.csv
4,ITIS5010,Limitations on Topic 4,Limitations on Topic 4.txt
4,ITIS5010,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.flac
4,ITIS5010,Experimental Setup for Topic 4,Experimental Setup for Topic 4.wav
4,ITIS5010,Assumptions to be made in regards to Topic 4,Assumptions to be made in regards to Topic 4.json
5,ITIS5010,Results from Topic 5,Results from Topic 5.svg
5,ITIS5010,Overview on Topic 5,Overview on Topic 5.svg
5,ITIS5010,Overview on Topic 5,Overview on Topic 5.xml
5,ITIS5010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.docx
5,ITIS5010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.wav
5,ITIS5010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.doc
1,ITJA2010,Experimental Setup for Topic 1,Experimental Setup for Topic 1.csv
1,ITJA2010,References on Topic 1,References on Topic 1.mp4
1,ITJA2010,Data Collection based on Topic 1,Data Collection based on Topic 1.csv
1,ITJA2010,Findings about Topic 1,Findings about Topic 1.mov
1,ITJA2010,Scope of Topic 1,Scope of Topic 1.jpg
2,ITJA2010,Findings about Topic 2,Findings about Topic 2.xml
2,ITJA2010,References for Topic 2,References for Topic 2.mov
2,ITJA2010,Background Information on Topic 2,Background Information on Topic 2.doc
2,ITJA2010,Future Directions to Topic 2,Future Directions to Topic 2.json
2,ITJA2010,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.csv
3,ITJA2010,References for Topic 3,References for Topic 3.pdf
3,ITJA2010,References on Topic 3,References on Topic 3.html
3,ITJA2010,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.html
3,ITJA2010,Data Collection based on Topic 3,Data Collection based on Topic 3.mp3
3,ITJA2010,Experimental Setup for Topic 3,Experimental Setup for Topic 3.wav
4,ITJA2010,Objectives for Topic 4,Objectives for Topic 4.flac
4,ITJA2010,Recommendations to Topic 4,Recommendations to Topic 4.xls
4,ITJA2010,Literature Review from Topic 4,Literature Review from Topic 4.xls
4,ITJA2010,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.xls
4,ITJA2010,References for Topic 4,References for Topic 4.pdf
5,ITJA2010,Limitations on Topic 5,Limitations on Topic 5.ppt
5,ITJA2010,Results from Topic 5,Results from Topic 5.json
5,ITJA2010,Literature Review from Topic 5,Literature Review from Topic 5.xls
5,ITJA2010,Overview on Topic 5,Overview on Topic 5.jpg
5,ITJA2010,Research Questions to assist onTopic 5,Research Questions to assist onTopic 5.txt
1,ITMA5010,Limitations on Topic 1,Limitations on Topic 1.csv
1,ITMA5010,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.mp3
1,ITMA5010,Assumptions to be made in regards to Topic 1,Assumptions to be made in regards to Topic 1.mp3
1,ITMA5010,Results from Topic 1,Results from Topic 1.xls
1,ITMA5010,Literature Review from Topic 1,Literature Review from Topic 1.pdf
2,ITMA5010,Literature Review from Topic 2,Literature Review from Topic 2.pdf
2,ITMA5010,Introduction to Topic 2,Introduction to Topic 2.pdf
2,ITMA5010,Future Directions to Topic 2,Future Directions to Topic 2.txt
2,ITMA5010,Data Collection based on Topic 2,Data Collection based on Topic 2.json
2,ITMA5010,Literature Review from Topic 2,Literature Review from Topic 2.xls
3,ITMA5010,Data Analysis in the findings of Topic 3,Data Analysis in the findings of Topic 3.txt
3,ITMA5010,Results from Topic 3,Results from Topic 3.csv
3,ITMA5010,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.flac
3,ITMA5010,Limitations on Topic 3,Limitations on Topic 3.xml
3,ITMA5010,Introduction to Topic 3,Introduction to Topic 3.pdf
4,ITMA5010,Literature Review from Topic 4,Literature Review from Topic 4.docx
4,ITMA5010,Background Information on Topic 4,Background Information on Topic 4.ppt
4,ITMA5010,Findings about Topic 4,Findings about Topic 4.flac
4,ITMA5010,Introduction to Topic 4,Introduction to Topic 4.wav
4,ITMA5010,Conclusion on Topic 4,Conclusion on Topic 4.mp3
5,ITMA5010,Findings about Topic 5,Findings about Topic 5.json
5,ITMA5010,Literature Review from Topic 5,Literature Review from Topic 5.html
5,ITMA5010,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.json
5,ITMA5010,Limitations on Topic 5,Limitations on Topic 5.ppt
5,ITMA5010,Background Information on Topic 5,Background Information on Topic 5.jpg
6,ITMA5010,Findings about Topic 6,Findings about Topic 6.jpg
6,ITMA5010,Background Information on Topic 6,Background Information on Topic 6.wav
6,ITMA5010,Results from Topic 6,Results from Topic 6.mov
6,ITMA5010,References for Topic 6,References for Topic 6.pdf
6,ITMA5010,Overview on Topic 6,Overview on Topic 6.xls
7,ITMA5010,Future Directions to Topic 7,Future Directions to Topic 7.docx
7,ITMA5010,Limitations on Topic 7,Limitations on Topic 7.doc
7,ITMA5010,Scope of Topic 7,Scope of Topic 7.flac
7,ITMA5010,Results from Topic 7,Results from Topic 7.ppt
7,ITMA5010,Assumptions to be made in regards to Topic 7,Assumptions to be made in regards to Topic 7.docx
8,ITMA5010,Literature Review from Topic 8,Literature Review from Topic 8.csv
8,ITMA5010,Conclusion on Topic 8,Conclusion on Topic 8.mp3
8,ITMA5010,Experimental Setup for Topic 8,Experimental Setup for Topic 8.wav
8,ITMA5010,Research Questions to assist onTopic 8,Research Questions to assist onTopic 8.html
8,ITMA5010,Introduction to Topic 8,Introduction to Topic 8.xml
1,ITMC6010,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.xls
1,ITMC6010,Experimental Setup for Topic 1,Experimental Setup for Topic 1.xls
1,ITMC6010,Background Information on Topic 1,Background Information on Topic 1.svg
1,ITMC6010,Experimental Setup for Topic 1,Experimental Setup for Topic 1.json
2,ITMC6010,Experimental Setup for Topic 2,Experimental Setup for Topic 2.svg
2,ITMC6010,Recommendations to Topic 2,Recommendations to Topic 2.mp3
2,ITMC6010,Limitations on Topic 2,Limitations on Topic 2.txt
2,ITMC6010,Findings about Topic 2,Findings about Topic 2.mp3
3,ITMC6010,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.wav
3,ITMC6010,Literature Review from Topic 3,Literature Review from Topic 3.pdf
3,ITMC6010,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.mp4
3,ITMC6010,Limitations on Topic 3,Limitations on Topic 3.mp4
4,ITMC6010,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.mp3
4,ITMC6010,Future Directions to Topic 4,Future Directions to Topic 4.mp3
4,ITMC6010,Data Collection based on Topic 4,Data Collection based on Topic 4.wav
4,ITMC6010,Scope of Topic 4,Scope of Topic 4.json
5,ITMC6010,Future Directions to Topic 5,Future Directions to Topic 5.docx
5,ITMC6010,Research Questions to assist onTopic 5,Research Questions to assist onTopic 5.pptx
5,ITMC6010,Future Directions to Topic 5,Future Directions to Topic 5.pptx
5,ITMC6010,Recommendations to Topic 5,Recommendations to Topic 5.flac
6,ITMC6010,Future Directions to Topic 6,Future Directions to Topic 6.html
6,ITMC6010,Introduction to Topic 6,Introduction to Topic 6.xls
6,ITMC6010,Results from Topic 6,Results from Topic 6.csv
6,ITMC6010,Conclusion on Topic 6,Conclusion on Topic 6.svg
1,ITML6015,Future Directions to Topic 1,Future Directions to Topic 1.flac
1,ITML6015,Methodology for undertaking Topic 1,Methodology for undertaking Topic 1.csv
1,ITML6015,Limitations on Topic 1,Limitations on Topic 1.doc
1,ITML6015,Findings about Topic 1,Findings about Topic 1.xls
1,ITML6015,Objectives for Topic 1,Objectives for Topic 1.txt
2,ITML6015,Data Collection based on Topic 2,Data Collection based on Topic 2.mp3
2,ITML6015,Limitations on Topic 2,Limitations on Topic 2.csv
2,ITML6015,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.wav
2,ITML6015,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.docx
2,ITML6015,Results from Topic 2,Results from Topic 2.html
3,ITML6015,References for Topic 3,References for Topic 3.xml
3,ITML6015,Experimental Setup for Topic 3,Experimental Setup for Topic 3.txt
3,ITML6015,Results from Topic 3,Results from Topic 3.csv
3,ITML6015,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.xls
3,ITML6015,Assumptions to be made in regards to Topic 3,Assumptions to be made in regards to Topic 3.mov
4,ITML6015,Data Analysis in the findings of Topic 4,Data Analysis in the findings of Topic 4.pdf
4,ITML6015,Recommendations to Topic 4,Recommendations to Topic 4.json
4,ITML6015,Conclusion on Topic 4,Conclusion on Topic 4.pptx
4,ITML6015,Introduction to Topic 4,Introduction to Topic 4.docx
4,ITML6015,Literature Review from Topic 4,Literature Review from Topic 4.doc
5,ITML6015,Background Information on Topic 5,Background Information on Topic 5.doc
5,ITML6015,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.xls
5,ITML6015,Experimental Setup for Topic 5,Experimental Setup for Topic 5.html
5,ITML6015,Scope of Topic 5,Scope of Topic 5.docx
5,ITML6015,Conclusion on Topic 5,Conclusion on Topic 5.csv
6,ITML6015,Data Analysis in the findings of Topic 6,Data Analysis in the findings of Topic 6.wav
6,ITML6015,Introduction to Topic 6,Introduction to Topic 6.mov
6,ITML6015,Scope of Topic 6,Scope of Topic 6.mp4
6,ITML6015,Objectives for Topic 6,Objectives for Topic 6.txt
6,ITML6015,Methodology for undertaking Topic 6,Methodology for undertaking Topic 6.txt
1,ITMP6010,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.mov
1,ITMP6010,Recommendations to Topic 1,Recommendations to Topic 1.wav
2,ITMP6010,Recommendations to Topic 2,Recommendations to Topic 2.xls
2,ITMP6010,Background Information on Topic 2,Background Information on Topic 2.xml
3,ITMP6010,Recommendations to Topic 3,Recommendations to Topic 3.svg
3,ITMP6010,References for Topic 3,References for Topic 3.xml
4,ITMP6010,Assumptions to be made in regards to Topic 4,Assumptions to be made in regards to Topic 4.ppt
4,ITMP6010,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.doc
5,ITMP6010,Assumptions to be made in regards to Topic 5,Assumptions to be made in regards to Topic 5.ppt
5,ITMP6010,Experimental Setup for Topic 5,Experimental Setup for Topic 5.csv
6,ITMP6010,Introduction to Topic 6,Introduction to Topic 6.jpg
6,ITMP6010,Limitations on Topic 6,Limitations on Topic 6.docx
7,ITMP6010,Overview on Topic 7,Overview on Topic 7.xls
7,ITMP6010,Objectives for Topic 7,Objectives for Topic 7.pdf
8,ITMP6010,Methodology for undertaking Topic 8,Methodology for undertaking Topic 8.mp3
8,ITMP6010,Objectives for Topic 8,Objectives for Topic 8.svg
9,ITMP6010,Results from Topic 9,Results from Topic 9.mp3
9,ITMP6010,Results from Topic 9,Results from Topic 9.xml
1,ITMS4010,References on Topic 1,References on Topic 1.wav
1,ITMS4010,Objectives for Topic 1,Objectives for Topic 1.json
1,ITMS4010,Objectives for Topic 1,Objectives for Topic 1.wav
1,ITMS4010,Recommendations to Topic 1,Recommendations to Topic 1.pptx
1,ITMS4010,Research Questions to assist onTopic 1,Research Questions to assist onTopic 1.pptx
2,ITMS4010,Objectives for Topic 2,Objectives for Topic 2.html
2,ITMS4010,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.svg
2,ITMS4010,Conclusion on Topic 2,Conclusion on Topic 2.csv
2,ITMS4010,References for Topic 2,References for Topic 2.wav
2,ITMS4010,Introduction to Topic 2,Introduction to Topic 2.mov
3,ITMS4010,Objectives for Topic 3,Objectives for Topic 3.xls
3,ITMS4010,Background Information on Topic 3,Background Information on Topic 3.svg
3,ITMS4010,Recommendations to Topic 3,Recommendations to Topic 3.doc
3,ITMS4010,Recommendations to Topic 3,Recommendations to Topic 3.ppt
3,ITMS4010,Assumptions to be made in regards to Topic 3,Assumptions to be made in regards to Topic 3.mp3
4,ITMS4010,Background Information on Topic 4,Background Information on Topic 4.csv
4,ITMS4010,References on Topic 4,References on Topic 4.wav
4,ITMS4010,Introduction to Topic 4,Introduction to Topic 4.doc
4,ITMS4010,Introduction to Topic 4,Introduction to Topic 4.csv
4,ITMS4010,Overview on Topic 4,Overview on Topic 4.xls
5,ITMS4010,Literature Review from Topic 5,Literature Review from Topic 5.jpg
5,ITMS4010,Overview on Topic 5,Overview on Topic 5.mp4
5,ITMS4010,Data Collection based on Topic 5,Data Collection based on Topic 5.wav
5,ITMS4010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.xls
5,ITMS4010,Data Collection based on Topic 5,Data Collection based on Topic 5.xls
6,ITMS4010,References on Topic 6,References on Topic 6.docx
6,ITMS4010,Findings about Topic 6,Findings about Topic 6.xls
6,ITMS4010,References for Topic 6,References for Topic 6.pdf
6,ITMS4010,Literature Review from Topic 6,Literature Review from Topic 6.docx
6,ITMS4010,Future Directions to Topic 6,Future Directions to Topic 6.svg
7,ITMS4010,Findings about Topic 7,Findings about Topic 7.mp4
7,ITMS4010,References for Topic 7,References for Topic 7.txt
7,ITMS4010,Background Information on Topic 7,Background Information on Topic 7.csv
7,ITMS4010,Research Questions to assist onTopic 7,Research Questions to assist onTopic 7.pptx
7,ITMS4010,References on Topic 7,References on Topic 7.mp3
1,ITNL6010,Scope of Topic 1,Scope of Topic 1.json
1,ITNL6010,Results from Topic 1,Results from Topic 1.doc
2,ITNL6010,Conclusion on Topic 2,Conclusion on Topic 2.flac
2,ITNL6010,Objectives for Topic 2,Objectives for Topic 2.xls
3,ITNL6010,Future Directions to Topic 3,Future Directions to Topic 3.xls
3,ITNL6010,Conclusion on Topic 3,Conclusion on Topic 3.wav
4,ITNL6010,Conclusion on Topic 4,Conclusion on Topic 4.mov
4,ITNL6010,Results from Topic 4,Results from Topic 4.svg
5,ITNL6010,References on Topic 5,References on Topic 5.doc
5,ITNL6010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.jpg
6,ITNL6010,Introduction to Topic 6,Introduction to Topic 6.mp4
6,ITNL6010,Future Directions to Topic 6,Future Directions to Topic 6.xls
1,ITNP5010,Future Directions to Topic 1,Future Directions to Topic 1.mp4
1,ITNP5010,References on Topic 1,References on Topic 1.svg
1,ITNP5010,Research Questions to assist onTopic 1,Research Questions to assist onTopic 1.wav
1,ITNP5010,Experimental Setup for Topic 1,Experimental Setup for Topic 1.doc
1,ITNP5010,Introduction to Topic 1,Introduction to Topic 1.pptx
2,ITNP5010,Findings about Topic 2,Findings about Topic 2.txt
2,ITNP5010,Future Directions to Topic 2,Future Directions to Topic 2.json
2,ITNP5010,Literature Review from Topic 2,Literature Review from Topic 2.pdf
2,ITNP5010,Scope of Topic 2,Scope of Topic 2.pdf
2,ITNP5010,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.ppt
3,ITNP5010,Objectives for Topic 3,Objectives for Topic 3.jpg
3,ITNP5010,Results from Topic 3,Results from Topic 3.mov
3,ITNP5010,Introduction to Topic 3,Introduction to Topic 3.doc
3,ITNP5010,Findings about Topic 3,Findings about Topic 3.docx
3,ITNP5010,Data Collection based on Topic 3,Data Collection based on Topic 3.pdf
4,ITNP5010,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.wav
4,ITNP5010,Recommendations to Topic 4,Recommendations to Topic 4.csv
4,ITNP5010,Assumptions to be made in regards to Topic 4,Assumptions to be made in regards to Topic 4.json
4,ITNP5010,Recommendations to Topic 4,Recommendations to Topic 4.xls
4,ITNP5010,Overview on Topic 4,Overview on Topic 4.xml
5,ITNP5010,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.jpg
5,ITNP5010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.mov
5,ITNP5010,Objectives for Topic 5,Objectives for Topic 5.docx
5,ITNP5010,Findings about Topic 5,Findings about Topic 5.mp4
5,ITNP5010,Objectives for Topic 5,Objectives for Topic 5.html
1,ITNS5010,Recommendations to Topic 1,Recommendations to Topic 1.pdf
1,ITNS5010,Introduction to Topic 1,Introduction to Topic 1.html
1,ITNS5010,Scope of Topic 1,Scope of Topic 1.docx
1,ITNS5010,Results from Topic 1,Results from Topic 1.docx
1,ITNS5010,Assumptions to be made in regards to Topic 1,Assumptions to be made in regards to Topic 1.csv
2,ITNS5010,Findings about Topic 2,Findings about Topic 2.flac
2,ITNS5010,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.pptx
2,ITNS5010,Future Directions to Topic 2,Future Directions to Topic 2.flac
2,ITNS5010,Objectives for Topic 2,Objectives for Topic 2.docx
2,ITNS5010,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.mov
3,ITNS5010,Results from Topic 3,Results from Topic 3.svg
3,ITNS5010,Scope of Topic 3,Scope of Topic 3.json
3,ITNS5010,Scope of Topic 3,Scope of Topic 3.json
3,ITNS5010,References on Topic 3,References on Topic 3.wav
3,ITNS5010,Recommendations to Topic 3,Recommendations to Topic 3.pptx
4,ITNS5010,Limitations on Topic 4,Limitations on Topic 4.doc
4,ITNS5010,Recommendations to Topic 4,Recommendations to Topic 4.pdf
4,ITNS5010,Objectives for Topic 4,Objectives for Topic 4.json
4,ITNS5010,References on Topic 4,References on Topic 4.wav
4,ITNS5010,Data Collection based on Topic 4,Data Collection based on Topic 4.doc
5,ITNS5010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.ppt
5,ITNS5010,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.html
5,ITNS5010,Introduction to Topic 5,Introduction to Topic 5.svg
5,ITNS5010,Experimental Setup for Topic 5,Experimental Setup for Topic 5.json
5,ITNS5010,Scope of Topic 5,Scope of Topic 5.flac
6,ITNS5010,Findings about Topic 6,Findings about Topic 6.xls
6,ITNS5010,Data Collection based on Topic 6,Data Collection based on Topic 6.mov
6,ITNS5010,References for Topic 6,References for Topic 6.json
6,ITNS5010,Results from Topic 6,Results from Topic 6.html
6,ITNS5010,Results from Topic 6,Results from Topic 6.doc
7,ITNS5010,Introduction to Topic 7,Introduction to Topic 7.docx
7,ITNS5010,Assumptions to be made in regards to Topic 7,Assumptions to be made in regards to Topic 7.mov
7,ITNS5010,Literature Review from Topic 7,Literature Review from Topic 7.csv
7,ITNS5010,Overview on Topic 7,Overview on Topic 7.xml
7,ITNS5010,Findings about Topic 7,Findings about Topic 7.pptx
1,ITOS3010,Results from Topic 1,Results from Topic 1.docx
1,ITOS3010,Data Collection based on Topic 1,Data Collection based on Topic 1.txt
1,ITOS3010,Future Directions to Topic 1,Future Directions to Topic 1.docx
1,ITOS3010,Findings about Topic 1,Findings about Topic 1.xml
1,ITOS3010,Conclusion on Topic 1,Conclusion on Topic 1.pdf
1,ITOS3010,Findings about Topic 1,Findings about Topic 1.pptx
2,ITOS3010,Research Questions to assist onTopic 2,Research Questions to assist onTopic 2.doc
2,ITOS3010,Overview on Topic 2,Overview on Topic 2.pdf
2,ITOS3010,Results from Topic 2,Results from Topic 2.svg
2,ITOS3010,Findings about Topic 2,Findings about Topic 2.mp3
2,ITOS3010,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.csv
2,ITOS3010,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.json
3,ITOS3010,Data Collection based on Topic 3,Data Collection based on Topic 3.csv
3,ITOS3010,Conclusion on Topic 3,Conclusion on Topic 3.xls
3,ITOS3010,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.mp3
3,ITOS3010,Findings about Topic 3,Findings about Topic 3.ppt
3,ITOS3010,Findings about Topic 3,Findings about Topic 3.mp4
3,ITOS3010,Literature Review from Topic 3,Literature Review from Topic 3.csv
4,ITOS3010,Assumptions to be made in regards to Topic 4,Assumptions to be made in regards to Topic 4.xls
4,ITOS3010,Findings about Topic 4,Findings about Topic 4.json
4,ITOS3010,Recommendations to Topic 4,Recommendations to Topic 4.html
4,ITOS3010,Background Information on Topic 4,Background Information on Topic 4.pptx
4,ITOS3010,Experimental Setup for Topic 4,Experimental Setup for Topic 4.pptx
4,ITOS3010,Data Analysis in the findings of Topic 4,Data Analysis in the findings of Topic 4.doc
5,ITOS3010,References on Topic 5,References on Topic 5.html
5,ITOS3010,Introduction to Topic 5,Introduction to Topic 5.svg
5,ITOS3010,Limitations on Topic 5,Limitations on Topic 5.docx
5,ITOS3010,Introduction to Topic 5,Introduction to Topic 5.ppt
5,ITOS3010,Conclusion on Topic 5,Conclusion on Topic 5.mp3
5,ITOS3010,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.mov
6,ITOS3010,Assumptions to be made in regards to Topic 6,Assumptions to be made in regards to Topic 6.txt
6,ITOS3010,Introduction to Topic 6,Introduction to Topic 6.docx
6,ITOS3010,Introduction to Topic 6,Introduction to Topic 6.svg
6,ITOS3010,Experimental Setup for Topic 6,Experimental Setup for Topic 6.pptx
6,ITOS3010,Methodology for undertaking Topic 6,Methodology for undertaking Topic 6.pdf
6,ITOS3010,Literature Review from Topic 6,Literature Review from Topic 6.xml
7,ITOS3010,Methodology for undertaking Topic 7,Methodology for undertaking Topic 7.pdf
7,ITOS3010,Overview on Topic 7,Overview on Topic 7.json
7,ITOS3010,Introduction to Topic 7,Introduction to Topic 7.html
7,ITOS3010,Data Analysis in the findings of Topic 7,Data Analysis in the findings of Topic 7.jpg
7,ITOS3010,Objectives for Topic 7,Objectives for Topic 7.wav
7,ITOS3010,Limitations on Topic 7,Limitations on Topic 7.csv
8,ITOS3010,Findings about Topic 8,Findings about Topic 8.mov
8,ITOS3010,Methodology for undertaking Topic 8,Methodology for undertaking Topic 8.csv
8,ITOS3010,Introduction to Topic 8,Introduction to Topic 8.wav
8,ITOS3010,Background Information on Topic 8,Background Information on Topic 8.xls
8,ITOS3010,Background Information on Topic 8,Background Information on Topic 8.mp4
8,ITOS3010,Methodology for undertaking Topic 8,Methodology for undertaking Topic 8.xls
1,ITPC6010,Methodology for undertaking Topic 1,Methodology for undertaking Topic 1.wav
1,ITPC6010,Data Collection based on Topic 1,Data Collection based on Topic 1.jpg
1,ITPC6010,Background Information on Topic 1,Background Information on Topic 1.mp4
1,ITPC6010,Methodology for undertaking Topic 1,Methodology for undertaking Topic 1.flac
1,ITPC6010,Results from Topic 1,Results from Topic 1.jpg
2,ITPC6010,Objectives for Topic 2,Objectives for Topic 2.doc
2,ITPC6010,References for Topic 2,References for Topic 2.mov
2,ITPC6010,Research Questions to assist onTopic 2,Research Questions to assist onTopic 2.mp3
2,ITPC6010,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.mov
2,ITPC6010,Data Collection based on Topic 2,Data Collection based on Topic 2.xml
3,ITPC6010,Findings about Topic 3,Findings about Topic 3.docx
3,ITPC6010,Introduction to Topic 3,Introduction to Topic 3.pdf
3,ITPC6010,Conclusion on Topic 3,Conclusion on Topic 3.txt
3,ITPC6010,Introduction to Topic 3,Introduction to Topic 3.docx
3,ITPC6010,Background Information on Topic 3,Background Information on Topic 3.wav
4,ITPC6010,Scope of Topic 4,Scope of Topic 4.flac
4,ITPC6010,Assumptions to be made in regards to Topic 4,Assumptions to be made in regards to Topic 4.html
4,ITPC6010,Results from Topic 4,Results from Topic 4.jpg
4,ITPC6010,Scope of Topic 4,Scope of Topic 4.xml
4,ITPC6010,Conclusion on Topic 4,Conclusion on Topic 4.doc
5,ITPC6010,Overview on Topic 5,Overview on Topic 5.mov
5,ITPC6010,Recommendations to Topic 5,Recommendations to Topic 5.json
5,ITPC6010,Recommendations to Topic 5,Recommendations to Topic 5.txt
5,ITPC6010,Experimental Setup for Topic 5,Experimental Setup for Topic 5.docx
5,ITPC6010,Assumptions to be made in regards to Topic 5,Assumptions to be made in regards to Topic 5.mp3
6,ITPC6010,Introduction to Topic 6,Introduction to Topic 6.doc
6,ITPC6010,Overview on Topic 6,Overview on Topic 6.xml
6,ITPC6010,References on Topic 6,References on Topic 6.mp3
6,ITPC6010,Limitations on Topic 6,Limitations on Topic 6.jpg
6,ITPC6010,Experimental Setup for Topic 6,Experimental Setup for Topic 6.txt
1,ITPL4010,Objectives for Topic 1,Objectives for Topic 1.csv
1,ITPL4010,Objectives for Topic 1,Objectives for Topic 1.ppt
1,ITPL4010,Overview on Topic 1,Overview on Topic 1.wav
1,ITPL4010,References on Topic 1,References on Topic 1.xls
1,ITPL4010,Limitations on Topic 1,Limitations on Topic 1.html
2,ITPL4010,Future Directions to Topic 2,Future Directions to Topic 2.mp4
2,ITPL4010,Scope of Topic 2,Scope of Topic 2.xml
2,ITPL4010,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.txt
2,ITPL4010,Background Information on Topic 2,Background Information on Topic 2.html
2,ITPL4010,Data Collection based on Topic 2,Data Collection based on Topic 2.csv
3,ITPL4010,Conclusion on Topic 3,Conclusion on Topic 3.json
3,ITPL4010,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.html
3,ITPL4010,Results from Topic 3,Results from Topic 3.pdf
3,ITPL4010,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.wav
3,ITPL4010,Scope of Topic 3,Scope of Topic 3.xml
4,ITPL4010,Scope of Topic 4,Scope of Topic 4.doc
4,ITPL4010,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.pdf
4,ITPL4010,References for Topic 4,References for Topic 4.docx
4,ITPL4010,Results from Topic 4,Results from Topic 4.mov
4,ITPL4010,Limitations on Topic 4,Limitations on Topic 4.xls
5,ITPL4010,Results from Topic 5,Results from Topic 5.html
5,ITPL4010,References for Topic 5,References for Topic 5.txt
5,ITPL4010,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.html
5,ITPL4010,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.docx
5,ITPL4010,Introduction to Topic 5,Introduction to Topic 5.flac
6,ITPL4010,Conclusion on Topic 6,Conclusion on Topic 6.xml
6,ITPL4010,Data Collection based on Topic 6,Data Collection based on Topic 6.mp3
6,ITPL4010,Assumptions to be made in regards to Topic 6,Assumptions to be made in regards to Topic 6.mov
6,ITPL4010,Recommendations to Topic 6,Recommendations to Topic 6.ppt
6,ITPL4010,References on Topic 6,References on Topic 6.mp3
7,ITPL4010,Research Questions to assist onTopic 7,Research Questions to assist onTopic 7.pdf
7,ITPL4010,Literature Review from Topic 7,Literature Review from Topic 7.wav
7,ITPL4010,Conclusion on Topic 7,Conclusion on Topic 7.pdf
7,ITPL4010,Objectives for Topic 7,Objectives for Topic 7.svg
7,ITPL4010,Recommendations to Topic 7,Recommendations to Topic 7.flac
8,ITPL4010,Future Directions to Topic 8,Future Directions to Topic 8.svg
8,ITPL4010,Literature Review from Topic 8,Literature Review from Topic 8.txt
8,ITPL4010,Findings about Topic 8,Findings about Topic 8.mp3
8,ITPL4010,Introduction to Topic 8,Introduction to Topic 8.pptx
8,ITPL4010,Limitations on Topic 8,Limitations on Topic 8.svg
9,ITPL4010,Introduction to Topic 9,Introduction to Topic 9.xml
9,ITPL4010,Objectives for Topic 9,Objectives for Topic 9.xls
9,ITPL4010,Conclusion on Topic 9,Conclusion on Topic 9.jpg
9,ITPL4010,Methodology for undertaking Topic 9,Methodology for undertaking Topic 9.flac
9,ITPL4010,Research Questions to assist onTopic 9,Research Questions to assist onTopic 9.docx
